path,filename,ext,media_type,size_mb,filesystem_mtime,width,height,captured_at,lat,lon,sharpness,brightness,phash,quality_score,thumb_path,available_local,duration_s,error,date_source,year,country_code,country,city,admin1,location_source
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\107BCDC2-993D-4B53-8AFA-0D652C70AFB2.jpg,107BCDC2-993D-4B53-8AFA-0D652C70AFB2.jpg,.jpg,image,0.501,2026-09-05 00:41:32,1320.0,2346.0,2026-09-05 00:41:32,,,11.36939986558594,147.67510694444445,f0ac105bf199de68,37.02860262818066,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\107BCDC2-993D-4B53-8AFA-0D652C70AFB2_78780088.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\12C9CAB3-33DA-4005-951E-5317FC3D095E.jpg,12C9CAB3-33DA-4005-951E-5317FC3D095E.jpg,.jpg,image,0.183,2026-09-05 00:43:28,750.0,1334.0,2026-09-05 00:43:28,,,265.3327142035489,123.69138530734632,bcb4b21bf14ea191,49.35841685713609,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\12C9CAB3-33DA-4005-951E-5317FC3D095E_07448295.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\132F76EE-8572-40EC-9F86-D93F74BD2A47.jpg,132F76EE-8572-40EC-9F86-D93F74BD2A47.jpg,.jpg,image,0.731,2026-09-05 00:41:32,1440.0,1920.0,2026-09-05 00:41:32,,,574.5078920925001,96.113284375,800f89275ae957bb,56.31626051751473,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\132F76EE-8572-40EC-9F86-D93F74BD2A47_13531593.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\14CB2FCC-265B-417E-80C0-49FE608D6080.jpg,14CB2FCC-265B-417E-80C0-49FE608D6080.jpg,.jpg,image,2.871,2026-09-05 00:41:58,3024.0,3780.0,2019-09-04 12:44:05,41.00975,28.96653611111111,1654.801801316114,115.7058681640625,d6af0823aed91762,93.46117603550287,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\14CB2FCC-265B-417E-80C0-49FE608D6080_72573724.jpg,True,,,original_or_video,2019,TR,Turquía,Eminoenue,Istanbul,gps
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\15D0773A-5342-49AB-920E-9E4ACA404A8F.jpg,15D0773A-5342-49AB-920E-9E4ACA404A8F.jpg,.jpg,image,0.881,2026-09-05 00:50:30,1320.0,2346.0,2026-02-27 13:32:36,,,279.323332236099,128.88047777777777,9497fa4a7b2c9198,56.80247960946952,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\15D0773A-5342-49AB-920E-9E4ACA404A8F_82406913.jpg,True,,,original_or_video,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\161ea3734a4a4990bd072c68986a257e.mov,161ea3734a4a4990bd072c68986a257e.mov,.mov,video,13.778,2026-09-05 00:41:32,,,2026-09-05 00:41:32,,,,,,35.0,,False,,ffprobe/ffmpeg no disponible o video no descargado: [WinError 2] El sistema no puede encontrar el archivo especificado,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\16dda318dddd48cca921be60b5e58803.mov,16dda318dddd48cca921be60b5e58803.mov,.mov,video,5.769,2026-09-05 00:47:32,,,2026-09-05 00:47:32,,,,,,35.0,,False,,ffprobe/ffmpeg no disponible o video no descargado: [WinError 2] El sistema no puede encontrar el archivo especificado,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\181BBB6C-DF70-44A0-825D-441F763EEF25.jpg,181BBB6C-DF70-44A0-825D-441F763EEF25.jpg,.jpg,image,0.849,2026-09-05 00:50:02,1284.0,2282.0,2024-12-23 14:56:56,,,909.0696953435762,122.63355625,e45cd0d3b8419f78,62.57729496212552,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\181BBB6C-DF70-44A0-825D-441F763EEF25_86651347.jpg,True,,,original_or_video,2024,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\1870681E-7733-4A3B-8434-CFCA73FCF486.jpg,1870681E-7733-4A3B-8434-CFCA73FCF486.jpg,.jpg,image,0.742,2026-09-05 00:50:30,1320.0,2346.0,2026-02-27 13:32:08,,,115.12688072421098,126.52397638888888,81efe025f0c29eae,52.01127082272839,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\1870681E-7733-4A3B-8434-CFCA73FCF486_77250038.jpg,True,,,original_or_video,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\1AF1859E-10C2-4FDC-840A-71384B784175.jpg,1AF1859E-10C2-4FDC-840A-71384B784175.jpg,.jpg,image,0.734,2026-09-05 00:50:00,1440.0,1440.0,2026-09-05 00:50:00,,,10194.73269229239,99.12210889274692,8db9a9b878634743,63.619335695993726,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\1AF1859E-10C2-4FDC-840A-71384B784175_62673286.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\1E0A679B-9094-4672-A0A0-9641E5ADF595.jpg,1E0A679B-9094-4672-A0A0-9641E5ADF595.jpg,.jpg,image,2.621,2026-09-05 00:45:00,4032.0,3021.0,2019-09-02 06:34:12,38.63948055555556,34.84659444444445,1052.2714579229564,151.3651303169308,90ff781c03d36cb2,91.27029524233916,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\1E0A679B-9094-4672-A0A0-9641E5ADF595_26785058.jpg,True,,,original_or_video,2019,TR,Turquía,Goereme,Nevsehir,gps
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\21115f2b56c3468b9052b614a081d154.mov,21115f2b56c3468b9052b614a081d154.mov,.mov,video,3.183,2026-09-05 00:46:22,,,2026-09-05 00:46:22,,,,,,35.0,,False,,ffprobe/ffmpeg no disponible o video no descargado: [WinError 2] El sistema no puede encontrar el archivo especificado,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\214CE8E8-7FE5-4AFD-BEAE-E7DF1BB6D651.jpg,214CE8E8-7FE5-4AFD-BEAE-E7DF1BB6D651.jpg,.jpg,image,0.343,2026-09-05 00:41:28,1440.0,1920.0,2026-09-05 00:41:28,,,169.18673200387923,119.78521666666668,b4fb0dc63e18c135,52.25890168621464,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\214CE8E8-7FE5-4AFD-BEAE-E7DF1BB6D651_18617590.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\2197DCC1-E2DA-44AB-B82E-9F8D3B8B4373.jpg,2197DCC1-E2DA-44AB-B82E-9F8D3B8B4373.jpg,.jpg,image,0.892,2026-09-05 00:44:50,1440.0,1920.0,2026-09-05 00:44:50,,,734.4523798953987,129.14595208333333,b72079ff1e430741,61.09027367663624,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\2197DCC1-E2DA-44AB-B82E-9F8D3B8B4373_41200573.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\22827333-38F3-4931-BAE3-8BC6675FD29C.jpg,22827333-38F3-4931-BAE3-8BC6675FD29C.jpg,.jpg,image,1.12,2026-09-05 00:52:52,1440.0,1920.0,2026-09-05 00:52:52,,,2614.520699918118,94.81495364583331,98a26dbb23a5ccc9,64.6789705060568,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\22827333-38F3-4931-BAE3-8BC6675FD29C_52594307.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\22F23A0C-6A38-44A8-90E8-F49B8D5B7516.jpg,22F23A0C-6A38-44A8-90E8-F49B8D5B7516.jpg,.jpg,image,0.529,2026-09-05 00:44:48,1320.0,2346.0,2025-07-06 20:43:40,,,74.68715202255744,52.73601875,e09c3d678c19c7ca,40.88823601547092,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\22F23A0C-6A38-44A8-90E8-F49B8D5B7516_55912303.jpg,True,,,original_or_video,2025,CL,Chile,Vicuna,Coquimbo,time_inferred
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\248042EC-B319-4ED0-82B1-E75689357CD4.jpg,248042EC-B319-4ED0-82B1-E75689357CD4.jpg,.jpg,image,0.321,2026-09-05 00:50:34,1320.0,2346.0,2026-03-03 20:14:07,,,34.40900416666667,153.39797222222222,ec6e9391c6d9c464,42.26871381827192,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\248042EC-B319-4ED0-82B1-E75689357CD4_40390451.jpg,True,,,original_or_video,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\26049C66-DCC5-4CFE-BAD0-61CABAB809F6.jpg,26049C66-DCC5-4CFE-BAD0-61CABAB809F6.jpg,.jpg,image,0.223,2026-09-05 00:43:28,1440.0,1787.0,2026-09-05 00:43:28,,,63.76976140460685,65.89845713731575,dc8c1363ad247771,39.82185086723705,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\26049C66-DCC5-4CFE-BAD0-61CABAB809F6_35373334.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\265B3679-8802-49C9-8246-0213CDABDBAA.jpg,265B3679-8802-49C9-8246-0213CDABDBAA.jpg,.jpg,image,0.453,2026-09-05 00:52:12,1320.0,1759.0,2026-05-28 05:27:10,,,35.79973817144529,77.9605084304746,909ee26bc46c69d5,37.22841942420947,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\265B3679-8802-49C9-8246-0213CDABDBAA_36922263.jpg,True,,,original_or_video,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\26c42d114415461c9502bc7a6af61a39.mov,26c42d114415461c9502bc7a6af61a39.mov,.mov,video,3.527,2026-09-05 00:44:18,,,2026-09-05 00:44:18,,,,,,35.0,,False,,ffprobe/ffmpeg no disponible o video no descargado: [WinError 2] El sistema no puede encontrar el archivo especificado,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\29e22719049a4baeb58b75866f4d41e1.mov,29e22719049a4baeb58b75866f4d41e1.mov,.mov,video,5.904,2026-09-05 00:41:02,,,2026-09-05 00:41:02,,,,,,35.0,,False,,ffprobe/ffmpeg no disponible o video no descargado: [WinError 2] El sistema no puede encontrar el archivo especificado,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\2BFF368C-CE9E-463B-908D-D5F0ACCC035A.jpg,2BFF368C-CE9E-463B-908D-D5F0ACCC035A.jpg,.jpg,image,0.89,2026-09-05 00:52:12,1440.0,1791.0,2026-09-05 00:52:12,,,3019.818645508716,143.62141232503888,d925b6760dc1d23c,66.6336410639718,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\2BFF368C-CE9E-463B-908D-D5F0ACCC035A_99530268.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\2D303431-E0E7-4C18-BA80-138B85F9F006.jpg,2D303431-E0E7-4C18-BA80-138B85F9F006.jpg,.jpg,image,0.585,2026-09-05 00:50:30,1440.0,1920.0,2026-09-05 00:50:30,,,170.85764063517252,108.48691822916666,e1e1f5c5568e0e98,50.97941439538586,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\2D303431-E0E7-4C18-BA80-138B85F9F006_38854257.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\2E1E3EE1-326B-4A3D-B02E-EC7865D7B26C.jpg,2E1E3EE1-326B-4A3D-B02E-EC7865D7B26C.jpg,.jpg,image,0.717,2026-09-05 00:46:06,1284.0,2282.0,2024-03-02 16:07:44,,,980.1118728651002,116.22287291666666,f55ea14c32adce21,62.24293249574108,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\2E1E3EE1-326B-4A3D-B02E-EC7865D7B26C_97799907.jpg,True,,,original_or_video,2024,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\2F0511D5-2343-4405-A07E-37DF1BE9319F.jpg,2F0511D5-2343-4405-A07E-37DF1BE9319F.jpg,.jpg,image,1.441,2026-09-05 00:41:32,1440.0,1920.0,2026-09-05 00:41:32,,,4153.088563897037,138.4113578125,9c2c633349cd7d94,67.8682018331693,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\2F0511D5-2343-4405-A07E-37DF1BE9319F_58784654.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\2F35DE9E-A141-4674-9BDF-AD27236C231C.jpg,2F35DE9E-A141-4674-9BDF-AD27236C231C.jpg,.jpg,image,1.429,2026-09-05 00:43:28,3072.0,3837.0,2026-09-05 00:43:28,,,70.50454234804714,72.52888026932084,dc8d1173ad267750,71.87468867718358,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\2F35DE9E-A141-4674-9BDF-AD27236C231C_70675643.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\31f696af86a34d73b3b71627dbbb854b.mov,31f696af86a34d73b3b71627dbbb854b.mov,.mov,video,16.364,2026-09-05 00:47:40,,,2026-09-05 00:47:40,,,,,,35.0,,False,,ffprobe/ffmpeg no disponible o video no descargado: [WinError 2] El sistema no puede encontrar el archivo especificado,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\32BF51FB-4D6F-4000-A3DC-829C79DB059D.jpg,32BF51FB-4D6F-4000-A3DC-829C79DB059D.jpg,.jpg,image,0.167,2026-09-05 00:43:28,750.0,1334.0,2026-09-05 00:43:28,,,138.62088029476013,125.2550504747626,f9e0a50d667ae027,45.91038907631851,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\32BF51FB-4D6F-4000-A3DC-829C79DB059D_46138988.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\32C54B7E-D104-4463-8799-FEDF7DE58903.jpg,32C54B7E-D104-4463-8799-FEDF7DE58903.jpg,.jpg,image,0.496,2026-09-05 00:43:28,1284.0,2282.0,2024-04-26 14:53:36,,,69.58382079180362,125.37688263888889,e96c134730bdf027,48.51975857433634,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\32C54B7E-D104-4463-8799-FEDF7DE58903_01189316.jpg,True,,,original_or_video,2024,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\3361A5BC-D294-448D-AD7C-E42CCAF075EE.jpg,3361A5BC-D294-448D-AD7C-E42CCAF075EE.jpg,.jpg,image,1.117,2026-09-05 00:44:50,1440.0,1920.0,2026-09-05 00:44:50,,,2563.929814219574,110.59033020833331,96db35621dfc412c,66.43233599284271,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\3361A5BC-D294-448D-AD7C-E42CCAF075EE_80100015.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\35E26F9D-9F39-4504-9AF4-F16E138722A2-1.jpg,35E26F9D-9F39-4504-9AF4-F16E138722A2-1.jpg,.jpg,image,1.891,2026-09-05 00:50:36,1620.0,2025.0,2024-08-16 13:20:24,48.87360833333334,2.3319944444444443,3378.3790419168054,114.13384521484376,84e1771480df1fd6,69.41537541907604,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\35E26F9D-9F39-4504-9AF4-F16E138722A2-1_78315712.jpg,True,,,original_or_video,2024,FR,Francia,Paris,Ile-de-France,gps
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\35E26F9D-9F39-4504-9AF4-F16E138722A2.jpg,35E26F9D-9F39-4504-9AF4-F16E138722A2.jpg,.jpg,image,1.891,2026-09-05 00:41:56,1620.0,2025.0,2024-08-16 13:20:24,48.87360833333334,2.3319944444444443,3378.3790419168054,114.13384521484376,84e1771480df1fd6,69.41537541907604,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\35E26F9D-9F39-4504-9AF4-F16E138722A2_50804659.jpg,True,,,original_or_video,2024,FR,Francia,Paris,Ile-de-France,gps
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\373D64DD-F4AC-472D-9A7C-D10C85B4D028.mov,373D64DD-F4AC-472D-9A7C-D10C85B4D028.mov,.mov,video,2.683,2026-09-05 00:47:58,,,2026-09-05 00:47:58,,,,,,35.0,,False,,ffprobe/ffmpeg no disponible o video no descargado: [WinError 2] El sistema no puede encontrar el archivo especificado,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\3C8BC9BC-E997-4F7C-881F-F7C281989E6E.jpg,3C8BC9BC-E997-4F7C-881F-F7C281989E6E.jpg,.jpg,image,0.619,2026-09-05 00:47:58,1320.0,2346.0,2026-02-28 13:27:28,,,98.58532215476656,138.07469791666668,bf4853256198367d,49.895072983155394,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\3C8BC9BC-E997-4F7C-881F-F7C281989E6E_79001509.jpg,True,,,original_or_video,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\3CFE1ED1-22CC-4835-9C77-A014E65263E3.jpg,3CFE1ED1-22CC-4835-9C77-A014E65263E3.jpg,.jpg,image,0.233,2026-09-05 00:50:02,951.0,933.0,2026-09-05 00:50:02,,,363.5384684353392,94.65299684542586,e75951a33660da1e,47.31690328565749,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\3CFE1ED1-22CC-4835-9C77-A014E65263E3_58525225.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\3D58D777-4601-40A0-9C60-246378F5EDDF.jpg,3D58D777-4601-40A0-9C60-246378F5EDDF.jpg,.jpg,image,0.778,2026-09-05 00:46:58,1284.0,2282.0,2024-12-23 14:56:33,,,527.6634284719208,142.78018194444445,e154fc42a7bc40db,58.173888917111285,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\3D58D777-4601-40A0-9C60-246378F5EDDF_41238488.jpg,True,,,original_or_video,2024,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\3D6084B5-5070-4C85-9C9E-FBF7F4BF9756.jpg,3D6084B5-5070-4C85-9C9E-FBF7F4BF9756.jpg,.jpg,image,1.381,2026-09-05 00:46:06,3072.0,3840.0,2026-09-05 00:46:06,,,78.57345750809648,69.7974130859375,dc8d1173ad267750,72.18421725945785,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\3D6084B5-5070-4C85-9C9E-FBF7F4BF9756_61402085.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\3F820C29-5114-470E-BCE5-D915CA73C801.jpg,3F820C29-5114-470E-BCE5-D915CA73C801.jpg,.jpg,image,1.771,2026-09-05 00:47:56,1440.0,1920.0,2026-09-05 00:47:56,,,15041.558446972622,116.41414583333334,e04285bd7ffb2222,67.96570226377953,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\3F820C29-5114-470E-BCE5-D915CA73C801_41612356.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\42C03609-6880-4CB9-AF51-971FE1216C8A.jpg,42C03609-6880-4CB9-AF51-971FE1216C8A.jpg,.jpg,image,0.833,2026-09-05 00:40:28,1440.0,1787.0,2026-09-05 00:40:28,,,1865.4674012082128,124.9270859193173,a9d9423c4b6e9cb4,65.69915856391485,C:\InstagramRebuild\instagram_rebuild_mvp\data\thumbs\42C03609-6880-4CB9-AF51-971FE1216C8A_53352851.jpg,True,,,filesystem_fallback,2026,,,,,none
C:\InstagramRebuild\SOURCE_INSTAGRAM\Instagram_01\Fotos en iCloud\447f4c22775148ed823a41e2ac4d9855.mov,447f4c22775148ed823a41e2ac4d9855.mov,.mov,video,11.149,2026-09-05 00:43:36,,,2026-09-05 00:43:36,,,,,,35.0,,False,,ffprobe/ffmpeg no disponible o video no descargado: [WinError 2] El sistema no puede encontrar el archivo especificado,filesystem_fallback,2026,,,,,none
